Tribunal;Categoria;Sub Categoria;Indicador;Chave
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TAS1º - Tempo de Afastamento de Servidor da Área Judiciária de 1º grau;tas1
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASAdm - Tempo de Afastamento de Servidor da Área Administrativa;tasadm
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxE - Total da Força de Trabalho Auxiliar - Estagiários;tfauxe
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxT - Total da Força de Trabalho Auxiliar - Terceirizados;tfauxt
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPS - Total de Pessoal que saiu por cessão ou requisição;tps
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;ServIn - Total de Servidores Inativos e Instituidores de Pensão;servin
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEsc - Total de Pessoal das Escolas Judiciais e de Magistratura;tpesc
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPTIC - Total de Pessoal da área de tecnologia da informação;tptic
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;CC2º - Cargos em Comissão Existentes na Área Judiciária do 2º Grau;cc2
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;CC1º - Cargos em Comissão Existentes na Área Judiciária do 1º Grau;cc1
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;CCAdm - Cargos em Comissão Existentes na Área Administrativa;ccadm
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;FC2º - Funções de Confiança Existentes na Área Judiciária do 2º grau;fc2
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;FC1º - Funções de Confiança Existentes na Área Judiciária do 1º Grau;fc1
Justiça Eleitoral;RECURSOS HUMANOS;QUADRO DE PESSOAL;FCAdm - Funções de Confiança Existentes na Área Administrativa;fcadm
Justiça Eleitoral;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Comp - Número de computadores de uso pessoal;comp
Justiça Eleitoral;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Ui - Usuários de computador;ui
Justiça Eleitoral;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Urnas - Número de Urnas no Tribunal;urnas
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;m²Total - Área total em metros quadrados;m²total
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;m²Util - Área útil em metros quadrados;m²util
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;ArqDisp - Espaço disponibilizado para arquivo, em metros lineares;arqdisp
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;ArqNTUtil - Espaço, não terceirizado, utilizado com arquivo em metros lineares;arqntutil
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;ArqTUtil - Espaço terceirizado utilizado com arquivo em metros lineares;arqtutil
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;MCDispUrna - Espaço Disponibilizado para Armazenamento da Urna Eletrônica, em metros cúbicos, no Tribunal;mcdispurna
Justiça Eleitoral;RECURSOS FÍSICOS;ÁREA;MCUtilUrna - Espaço Utilizado com Armazenamento da Urna Eletrônica, em metros cúbicos, no Tribunal;mcutilurna
Justiça Eleitoral;RECURSOS FÍSICOS;ELEITORES;ELEITORES;eleitores
Justiça Eleitoral;RECURSOS FÍSICOS;ELEITORES;EL - Número de Eleitores;el
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnOCrim2º - Casos Novos Originários no 2º Grau Criminais;cnocrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnONCrim2º - Casos Novos Originários no 2º Grau Não-Criminais;cnoncrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnRCrim2º - Casos Novos Recursais no 2º Grau Criminais;cnrcrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnRNCrim2º - Casos Novos Recursais no 2º Grau Não-Criminais;cnrncrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnElet2º - Casos Novos Eletrônicos no 2º Grau;cnelet2
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnCCrim1º - Casos Novos de Conhecimento no 1º Grau Criminais;cnccrim1
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnCNCrim1º - Casos Novos de Conhecimento no 1º Grau Não-Criminais;cncncrim1
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnExtFisc1º - Casos Novos de Execução Fiscal no 1º grau;cnextfisc1
Justiça Eleitoral;LITIGIOSIDADE;CASOS NOVOS;CnElet1º - Casos Novos Eletrônicos no 1º Grau;cnelet1
Justiça Eleitoral;LITIGIOSIDADE;CASOS PENDENTES;CpCrim2º - Casos Pendentes no 2º Grau Criminais;cpcrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS PENDENTES;CpNCrim2º - Casos Pendentes no 2º Grau Não-Criminais;cpncrim2
Justiça Eleitoral;LITIGIOSIDADE;CASOS PENDENTES;CpCCrim1º - Casos Pendentes de Conhecimento no 1º Grau Criminais;cpccrim1
Justiça Eleitoral;LITIGIOSIDADE;CASOS PENDENTES;CpCNCrim1º - Casos Pendentes de Conhecimento no 1º Grau Não-Criminais;cpcncrim1
Justiça Eleitoral;LITIGIOSIDADE;CASOS PENDENTES;CpExtFisc1º - Casos Pendentes de Execução Fiscal no 1º grau;cpextfisc1
Justiça Eleitoral;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixCrim2º - Total de Processos Baixados no 2º Grau Criminais;tbaixcrim2
Justiça Eleitoral;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixNCrim2º - Total de Processos Baixados no 2º Grau Não-Criminais;tbaixncrim2
Justiça Eleitoral;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixCCrim1º - Processos de Conhecimento Baixados no 1º Grau Criminais;tbaixccrim1
Justiça Eleitoral;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixCNCrim1º - Processos de Conhecimento Baixados no 1º Grau Não-Criminais;tbaixcncrim1
Justiça Eleitoral;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixExtFisc1º - Total de Processos Baixados de Execução Fiscal no 1º Grau;tbaixextfisc1
Justiça Eleitoral;LITIGIOSIDADE;Casos Reativados;ReatCrim2º - Casos Reativados no 2º Grau Criminais;reatcrim2
Justiça Eleitoral;LITIGIOSIDADE;Casos Reativados;ReatNCrim2º - Casos Reativados no 2º Grau Não-Criminais;reatncrim2
Justiça Eleitoral;LITIGIOSIDADE;Casos Reativados;ReatCCrim1º - Casos Reativados de Conhecimento no 1º Grau Criminais;reatccrim1
Justiça Eleitoral;LITIGIOSIDADE;Casos Reativados;ReatCNCrim1º - Casos Reativados de Conhecimento no 1º Grau Não-Criminais;reatcncrim1
Justiça Eleitoral;LITIGIOSIDADE;Casos Reativados;ReatExtFisc1º - Casos Reativados de Execução Fiscal no 1º grau;reatextfisc1
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DecCrim2º - Decisões terminativas de processo criminal no 2º Grau;deccrim2
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DecNCrim2º - Decisões terminativas de processo não-criminal no 2º Grau;decncrim2
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DecH2º - Decisões Homologatórias de Acordos no 2º Grau;dech2
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentCCrim1º - Sentenças de Conhecimento no 1º grau Criminais;sentccrim1
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentCNCrim1º - Sentenças de Conhecimento no 1º grau Não-Criminais;sentcncrim1
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentExtFisc1º - Sentenças em Execução Fiscal no 1º grau;sentextfisc1
Justiça Eleitoral;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentH1º - Sentenças Homologatórias de Acordos no 1º Grau;senth1
Justiça Eleitoral;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuS2º - Processos Suspensos ou Sobrestados ou em Arquivo Provisório no 2º Grau;sus2
Justiça Eleitoral;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG2º - Processos Suspensos ou Sobrestados no 2º grau por Repercussão Geral;susrg2
Justiça Eleitoral;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuS1º - Processos Suspensos ou Sobrestados ou em Arquivo Provisório no 1º Grau;sus1
Justiça Eleitoral;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG1º - Processos Suspensos ou Sobrestados no 1º grau por Repercussão Geral;susrg1
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;Rint2º - Recursos Internos no 2º Grau;rint2
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;RintP2º - Recursos Internos Pendentes no 2º Grau;rintp2
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;RintJ2º - Recursos Internos Julgados no 2º Grau;rintj2
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;RIntC1º - Recursos Internos no 1º Grau na Fase de Conhecimento;rintc1
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCP1º - Recursos Internos Pendentes no 1º Grau na Fase de Conhecimento;rintcp1
Justiça Eleitoral;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCJ1º - Recursos Internos Julgados no 1º Grau na Fase de Conhecimento;rintcj1
Justiça Eleitoral;LITIGIOSIDADE;RECORRIBILIDADE;Rsup2° - Recursos à Instância Superior no 2º Grau;rsup2°
Justiça Eleitoral;LITIGIOSIDADE;RECORRIBILIDADE;Apublic2º - Acórdãos Publicados no 2º Grau;apublic2
Justiça Eleitoral;LITIGIOSIDADE;RECORRIBILIDADE;RSup1º - Recursos à Instância Superior no 1º Grau;rsup1
Justiça Eleitoral;LITIGIOSIDADE;RECORRIBILIDADE;DeRExt1º - Decisões no 1º Grau Passíveis de Recurso Externo;derext1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo Total;TpTot - Tempo Total de Tramitação dos Processos Arquivados Definitivamente;tptot
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo Total;Média;tptotm
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo Total;Mediana;tptotmd
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo Total;Desvio Padrão;tptotdp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo Total;Número de Processos;tptotp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;TpCp2º - Tempo de Tramitação dos Processos Pendentes de 2º Grau;tpcp2
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcp2m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcp2md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcp2dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcp2p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;TpCp1º - Tempo de Tramitação dos Processos Pendentes no 1º Grau;tpcp1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcp1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcp1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcp1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcp1p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpDec2º - Tempo da Decisão Terminativa de Processo de 2º Grau;tpdec2
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpdec2m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpdec2md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpdec2dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpdec2p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSent1º - Tempo da Sentença no 1º Grau;tpsent1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsent1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsent1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsent1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsent1p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG2º - Tempo de Suspensão ou Sobrestamento dos Processos no 2º Grau em razão de Repercussão Geral;tprg2
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg2m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg2md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg2dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg2p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Repercussão Geral Reconhecida;tprg1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg1p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Criminais;tpbaixcrim2
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcrim2m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcrim2md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcrim2dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcrim2p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixNCrim2º - Tempo de Tramitação dos Processos Baixados de 2º Grau Não-Criminais;tpbaixncrim2
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixncrim2m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixncrim2md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixncrim2dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixncrim2p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCCrim1º - Tempo de Tramitação dos Processos de Conhecimento Criminais Baixados no 1º Grau;tpbaixccrim1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixccrim1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixccrim1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixccrim1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixccrim1p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixCNCrim1º - Tempo de Tramitação dos Processos de Conhecimento Não-Criminais Baixados no 1º Grau;tpbaixcncrim1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixcncrim1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixcncrim1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixcncrim1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixcncrim1p
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtFisc1º - Tempo de Tramitação dos Processos de Execução Fiscal Baixados no 1º Grau;tpbaixextfisc1
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextfisc1m
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextfisc1md
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextfisc1dp
Justiça Eleitoral;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextfisc1p
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DPE - Despesa com Pessoal e Encargos;dpe
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DPEA2º - Despesas com Pessoal e Encargos do Quadro Ativo no 2º grau;dpea2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DPEATRJE1º - Despesas com Pessoal e Encargos do Quadro Ativo no 1º grau, nas Turmas Recursais e nos Juizados Especiais;dpeatrje1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DPEAAdm - Despesas com Pessoal e Encargos do Quadro Ativo na área administrativa;dpeaadm
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DPEI - Despesas com Pessoal e Encargos do Quadro Inativo;dpei
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DBen - Despesas com Benefícios;dben
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DBenA2º - Despesas com Benefícios do Quadro Ativo no 2º grau;dbena2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DBenATRJE1º - Despesas com Benefícios do Quadro Ativo no 1º grau, Turmas Recursais e Juizados Especiais;dbenatrje1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DBenAAdm - Despesas com Benefícios do Quadro Ativo na área administrativa;dbenaadm
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DBenI - Despesas com Benefícios do Quadro Inativo;dbeni
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DTer - Despesas com Terceirizados;dter
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DEst - Despesas com Estagiários;dest
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;Dip - Outras Despesas Indenizatórias e Indiretas com Recursos Humanos;dip
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DIP2º - Outras Despesas Indenizatórias Indiretas com Recursos Humanos no 2º grau;dip2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DIPTRJE1º - Outras Despesas Indenizatórias Indiretas com Recursos Humanos no 1º grau, Turmas Recursais e Juizados Especiais;diptrje1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DIPAdm - Outras Despesas Indenizatórias Indiretas com Recursos Humanos na área administrativa;dipadm
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DCC - Despesas com Cargos em Comissão;dcc
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DCC2º - Despesas com Cargos em Comissão na área judiciária do 2º grau;dcc2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DCCTRJE1º - Despesas com Cargos em Comissão na área judiciária do 1º grau, das Turmas Recursais e dos Juizados Especiais;dcctrje1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DCCAdm - Despesas com Cargos em Comissão na área administrativa;dccadm
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DFC - Despesas com Função de Confiança;dfc
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DFC2º - Despesas com Funções de Confiança na área judiciária do 2º grau;dfc2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DFCTRJE1º - Despesas com Funções de Confiança na área judiciária do 1º grau, das Turmas Recursais e dos Juizados Especiais;dfctrje1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DFCAdm - Despesas com Funções de Confiança na área administrativa;dfcadm
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DMag - Despesa com Recursos Humanos de Magistrados;dmag
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;DESPESAS;DServ - Despesa com Recursos Humanos de Servidores;dserv
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;ODC - Outras Despesas Correntes;odc
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;Dk - Despesa de Capital;dk
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DPCO - Despesas com Projetos de Construção e Obras;dpco
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf1 - Despesa com Aquisições em Tecnologia de Informação e Comunicação;dinf1
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;DInf2 - Despesa com Custeio da Tecnologia de Informação e Comunicação;dinf2
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;OUTRAS DESPESAS;VPag - Valores Pagos aos Jurisdicionados;vpag
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;RECEITAS;R - Recolhimentos Diversos;r
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;RECEITAS;REF - Receita decorrente de Execuções Fiscais;ref
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;RECEITAS;DepJud - Saldo de Depósitos Judiciais;depjud
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;ORÇAMENTO;ODP - Orçamento para Despesas de Pessoal e Encargos;odp
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;ORÇAMENTO;OK - Orçamento para Despesas de Capital;ok
JUSTIÇA FEDERAL;RECURSOS FINANCEIROS;ORÇAMENTO;OOC - Orçamento para Outras Despesas Correntes;ooc
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagE2º - Número de Cargos Existentes de Magistrado no 2º Grau;mage2
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagE1º - Número de Cargos Existentes de Magistrado no 1º Grau;mage1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagEJE - Número de Cargos Existentes de Magistrado nos Juizados Especiais;mageje
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagETR - Número de Cargos Existentes de Magistrado nas Turmas Recursais;magetr
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - EXISTENTES;MagIn - Magistrados Inativos e Instituidores de Pensão;magin
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagP2º - Número de Cargos Providos de Magistrado no 2º Grau;magp2
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAe1º - Número de Cargos Providos de Magistrado no 1º Grau com Atuação Exclusiva;magpae1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAeTR - Número de Cargos Providos de Magistrado nas Turmas Recursais com atuação exclusiva;magpaetr
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAeJE - Número de Cargos Providos de Magistrado nos Juizados Especiais com Atuação Exclusiva;magpaeje
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAcTR1º - Número de Cargos Providos de Magistrado no 1º Grau que Acumulam Função em Turmas Recursais;magpactr1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAcJE1º - Número de Cargos Providos de Magistrado no 1º Grau que Acumulam Função em Juizados Especiais;magpacje1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagPAcTRJE - Número de Cargos Providos de Magistrado nos Juizados Especiais que Acumulam Função em Turmas Recursais;magpactrje
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagTRU - Número de Magistrados de Turma Regional de Uniformização;magtru
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;MagSJ2º - Número de Magistrados sem jurisdição no 2º grau;magsj2
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;TAMJ1º - Tempo de Afastamento da Jurisdição dos Magistrados de 1º Grau;tamj1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;TAMJTR - Tempo de Afastamento da Jurisdição dos Magistrados das Turmas Recursais;tamjtr
JUSTIÇA FEDERAL;RECURSOS HUMANOS;MAGISTRADOS - PROVIDOS;TAMJJE - Tempo de Afastamento da Jurisdição dos Magistrados dos Juizados Especiais;tamjje
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TCEfet - Total de Cargos do Quadro Efetivo Existentes;tcefet
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfet2º - Total de Pessoal do Quadro Efetivo na Área Judiciária de 2º grau;tpefet2
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetTRU - Total de Pessoal do Quadro Efetivo na Área Judiciária da Turma Regional de Uniformização;tpefettru
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAe1º - Total de Pessoal do Quadro Efetivo na Área Judiciária Exclusiva de 1º grau;tpefetae1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetTR - Total de Pessoal do Quadro Efetivo na Área Judiciária de Turmas Recursais;tpefettr
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAeJE - Total de Pessoal do Quadro Efetivo na Área Judiciária Exclusiva de Juizado Especial;tpefetaeje
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAcJE1º - Total de Pessoal do Quadro Efetivo na Área Judiciária com Atuação Acumulativa no 1º grau e Juizado Especial;tpefetacje1
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAdm - Total de Pessoal do Quadro Efetivo na Área Administrativa;tpefetadm
JUSTIÇA FEDERAL;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPI2º - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária de 2º grau;tpi2
