Tribunal;Categoria;Sub Categoria;Indicador;Chave
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfet1º - Total de Pessoal do Quadro Efetivo na Área Judiciária de 1º grau;tpefet1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEfetAdm - Total de Pessoal do Quadro Efetivo na Área Administrativa;tpefetadm
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPI2º - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária de 2º grau;tpi2
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPI1º - Total de Pessoal que ingressou por cessão ou requisição na Área Judiciária de 1º grau;tpi1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPIAdm - Total de Pessoal que ingressou por cessão ou requisição na Área Administrativa;tpiadm
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSV2º - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Judiciária do 2º grau;tpsv2
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSV1º - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Judiciária de 1º grau;tpsv1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPSVAdm - Total de Pessoal Comissionado sem Vínculo Efetivo na Área Administrativa;tpsvadm
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TAS2º - Tempo de Afastamento de Servidor da Área Judiciária de 2º Grau;tas2
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TAS1º - Tempo de Afastamento de Servidor da Área Judiciária de 1º grau;tas1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TASAdm - Tempo de Afastamento de Servidor da Área Administrativa;tasadm
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxE - Total da Força de Trabalho Auxiliar - Estagiários;tfauxe
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TFAuxT - Total da Força de Trabalho Auxiliar - Terceirizados;tfauxt
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPS - Total de Pessoal que saiu por cessão ou requisição;tps
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;ServIn - Total de Servidores Inativos e Instituidores de Pensão;servin
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPEsc - Total de Pessoal das Escolas Judiciais e de Magistratura;tpesc
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;TPTIC - Total de Pessoal da área de tecnologia da informação;tptic
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;CC2º - Cargos em Comissão Existentes na Área Judiciária do 2º Grau;cc2
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;CC1º - Cargos em Comissão Existentes na Área Judiciária do 1º Grau;cc1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;CCAdm - Cargos em Comissão Existentes na Área Administrativa;ccadm
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;FC2º - Funções de Confiança Existentes na Área Judiciária do 2º grau;fc2
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;FC1º - Funções de Confiança Existentes na Área Judiciária do 1º Grau;fc1
JUSTIÇA DO TRABALHO;RECURSOS HUMANOS;QUADRO DE PESSOAL;FCAdm - Funções de Confiança Existentes na Área Administrativa;fcadm
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Comp - Número de computadores de uso pessoal;comp
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;INFORMATIZAÇÃO;Ui - Usuários de computador;ui
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;ÁREA;m²Total - Área total em metros quadrados;m²total
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;ÁREA;m²Util - Área útil em metros quadrados;m²util
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;ÁREA;ArqDisp - Espaço disponibilizado para arquivo, em metros lineares;arqdisp
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;ÁREA;ArqNTUtil - Espaço, não terceirizado, utilizado com arquivo em metros lineares;arqntutil
JUSTIÇA DO TRABALHO;RECURSOS FÍSICOS;ÁREA;ArqTUtil - Espaço terceirizado utilizado com arquivo em metros lineares;arqtutil
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnO2º - Casos Novos Originários de 2º Grau;cno2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnR2º - Casos Novos Recursais de 2º Grau;cnr2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnElet2º - Casos Novos Eletrônicos no 2º Grau;cnelet2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnC1º - Casos Novos de Conhecimento no 1º Grau;cnc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnExtFisc1º - Casos Novos de Execução Fiscal no 1º grau;cnextfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnExtNFisc1º - Casos Novos de Execução de Título Extrajudicial no 1º grau, exceto execuções fiscais;cnextnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;CnElet1º - Casos Novos Eletrônicos no 1º Grau;cnelet1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS NOVOS;ExeJud1º - Execuções Judiciais no 1º Grau;exejud1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS PENDENTES;Cp2º - Casos Pendentes no 2º Grau;cp2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS PENDENTES;CpC1º - Casos Pendentes de Conhecimento no 1º Grau;cpc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS PENDENTES;CpExtFisc1º - Casos Pendentes de Execução Fiscal no 1º grau;cpextfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS PENDENTES;CpExtNFisc1º - Casos Pendentes de Execução de Título Extrajudicial no 1º grau, exceto execuções fiscais;cpextnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;CASOS PENDENTES;ExeJudP1º - Execuções Judiciais Pendentes no 1º Grau;exejudp1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;Casos Reativados;Reat2º - Casos Reativados no 2º Grau;reat2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;Casos Reativados;ReatC1º - Casos Reativados de Conhecimento no 1º Grau;reatc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;Casos Reativados;ReatExtFisc1º - Casos Reativados de Execução Fiscal no 1º grau;reatextfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;Casos Reativados;ReatExtNFisc1º - Casos Reativados de Execução de Título Extrajudicial no 1º grau, exceto execuções fiscais;reatextnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;Casos Reativados;ExeJudR1º - Execuções Judiciais Reativadas no 1º Grau;exejudr1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaix2º - Total de Processos Baixados no 2º Grau;tbaix2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixC1º - Processos de Conhecimento Baixados no 1º Grau;tbaixc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixExtFisc1º - Total de Processos Baixados de Execução Fiscal no 1º Grau;tbaixextfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixExtNFisc1º - Total de Processos Baixados de Execução de Títulos Extrajudiciais no 1º Grau, exceto execuções fiscais;tbaixextnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;PROCESSOS BAIXADOS;TBaixJud1º - Total de Processos Baixados de Execução Judicial no 1º Grau;tbaixjud1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;Dec2º - Decisões terminativas de processo no 2º Grau;dec2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DecH2º - Decisões Homologatórias de Acordos no 2º Grau;dech2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DA2º - Decisões denegatórias de admissibilidade de Recurso de Revista e de Recurso Ordinário para o TST;da2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentC1º - Sentenças de Conhecimento no 1º grau;sentc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentCH1º - Sentenças de Conhecimento Homologatórias de Acordos no 1º Grau;sentch1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentExtFisc1º - Sentenças em Execução Fiscal no 1º grau;sentextfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentExtNFisc1º - Sentenças em Execução de Título Extrajudicial no 1º grau, exceto sentenças em execução fiscal;sentextnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentExH1º - Sentenças de Execução Homologatórias de Acordos no 1º Grau;sentexh1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DeMono2º - Decisões Monocráticas no 2º Grau;demono2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;DePub2º - Decisões no 2º Grau Publicadas;depub2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SentJud1º - Sentenças em Execução Judicial no 1º grau;sentjud1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SeReC1º - Sentenças de Conhecimento de 1º Grau Passíveis de Recurso Externo;serec1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;DECISÕES E SENTENÇAS;SeReEx1º - Sentenças de Execução de 1º Grau Passíveis de Recurso Externo;sereex1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;Sus2º - Processos Suspensos ou Sobrestados ou em Arquivo Provisório no 2º Grau;sus2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG2º - Processos Suspensos ou Sobrestados no 2º grau por Repercussão Geral;susrg2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRR2º - Processos Suspensos ou Sobrestados no 2º grau por Recurso de Revista Repetitivo;susrr2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSC1º - Processos de Conhecimento Suspensos ou Sobrestados ou em Arquivo Provisório no 1º Grau;susc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSExFisc1º - Execuções Fiscais Sobrestadas ou Suspensas ou em Arquivo Provisório;susexfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSExNfisc1º - Execuções Judiciais e Extrajudiciais Sobrestadas ou Suspensas ou em Arquivo Provisório, exceto execuções fiscais;susexnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRG1º - Processos Suspensos ou Sobrestados no 1º grau por Repercussão Geral;susrg1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;SUSPENSÕES E SOBRESTAMENTOS;SuSRR1º - Processos Suspensos ou Sobrestados no 1º grau por Recurso de Revista Repetitivo;susrr1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExJFisc1º - Incidentes de Execução Fiscal Julgados no 1º Grau;incexjfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExJNFisc1º - Incidentes de Execução Julgados no 1º Grau, exceto em execuções fiscais;incexjnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExPFisc1º - Incidentes de Execução Fiscal Pendentes no 1º Grau;incexpfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;INCIDENTES EM EXECUÇÃO;IncExPNfisc1º - Incidentes de Execução Pendentes no 1º Grau, exceto em execuções fiscais;incexpnfisc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;Rint2º - Recursos Internos no 2º Grau;rint2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;RintP2º - Recursos Internos Pendentes no 2º Grau;rintp2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;RintJ2º - Recursos Internos Julgados no 2º Grau;rintj2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;RIntC1º - Recursos Internos no 1º Grau na Fase de Conhecimento;rintc1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCP1º - Recursos Internos Pendentes no 1º Grau na Fase de Conhecimento;rintcp1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;RIntCJ1º - Recursos Internos Julgados no 1º Grau na Fase de Conhecimento;rintcj1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;Ag2º - Agravos de Recursos e Agravos do art. 557 de 2º Grau;ag2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECURSOS INTERNOS;Ed2º - Embargos de Declaração no 2º Grau;ed2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECORRIBILIDADE;Rsup2° - Recursos à Instância Superior no 2º Grau;rsup2°
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECORRIBILIDADE;Apublic2º - Acórdãos Publicados no 2º Grau;apublic2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECORRIBILIDADE;AI2º - Agravos às Decisões Denegatórias de Admissibilidade de Recurso de Revista e Recurso Ordinário para o TST;ai2
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECORRIBILIDADE;AP1º - Agravos de Petição;ap1
JUSTIÇA DO TRABALHO;LITIGIOSIDADE;RECORRIBILIDADE;ROROPS1º - Recursos Ordinários no 1° Grau;rorops1
JUSTIÇA DO TRABALHO;ACESSO À JUSTIÇA;RECORRIBILIDADE;Arq - Processos arquivados definitivamente;arq
JUSTIÇA DO TRABALHO;ACESSO À JUSTIÇA;RECORRIBILIDADE;ArqJG - Processos de justiça gratuita arquivados definitivamente;arqjg
JUSTIÇA DO TRABALHO;ACESSO À JUSTIÇA;RECORRIBILIDADE;JG - Assistência Judiciária Gratuita;jg
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo Total;TpTot - Tempo Total de Tramitação dos Processos Arquivados Definitivamente;tptot
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo Total;Média;tptotm
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo Total;Mediana;tptotmd
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo Total;Desvio Padrão;tptotdp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo Total;Número de Processos;tptotp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;TpCp2º - Tempo de Tramitação dos Processos Pendentes de 2º Grau;tpcp2
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcp2m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcp2md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcp2dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcp2p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;TpCpC1º - Tempo de Tramitação dos Processos de Conhecimento Pendentes no 1º Grau;tpcpc1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcpc1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcpc1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcpc1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcpc1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;TpCpEx1º - Tempo de Tramitação dos Processos de Execução Pendentes no 1º Grau, exceto execuções penais;tpcpex1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Média;tpcpex1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Mediana;tpcpex1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Desvio Padrão;tpcpex1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo do Pendente;Número de Processos;tpcpex1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpDec2º - Tempo da Decisão Terminativa de Processo de 2º Grau;tpdec2
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpdec2m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpdec2md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpdec2dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpdec2p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentC1º - Tempo da Sentença de Conhecimento no 1º Grau;tpsentc1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentc1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentc1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentc1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentc1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;TpSentEx1º - Tempo da Sentença de Execução no 1º Grau, exceto execuções penais;tpsentex1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Média;tpsentex1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Mediana;tpsentex1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Desvio Padrão;tpsentex1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Decisão e da Sentença;Número de Processos;tpsentex1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG2º - Tempo de Suspensão ou Sobrestamento dos Processos no 2º Grau em razão de Repercussão Geral;tprg2
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg2m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg2md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg2dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg2p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRR2º - Tempo de Suspensão ou Sobrestamento dos Processos em razão de Recurso de Revista Repetitivo no 2º Grau;tprr2
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprr2m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprr2md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprr2dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprr2p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRG1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Repercussão Geral Reconhecida;tprg1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprg1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprg1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprg1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprg1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;TpRR1º - Tempo de Suspensão ou Sobrestamento dos Processos no 1º Grau em razão de Recurso de Revista Repetitivo;tprr1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Média;tprr1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Mediana;tprr1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Desvio Padrão;tprr1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Suspensão ou Sobrestamento;Número de Processos;tprr1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;TpBaix2º - Tempo de Tramitação dos Processos Baixados de 2º Grau;tpbaix2
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaix2m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaix2md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaix2dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaix2p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixC1º - Tempo de Tramitação dos Processos de Conhecimento Baixados no 1º Grau;tpbaixc1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixc1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixc1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixc1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixc1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixJud1º - Tempo de Tramitação dos Processos de Execução Judicial no 1º Grau;tpbaixjud1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixjud1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixjud1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixjud1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixjud1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtFisc1º - Tempo de Tramitação dos Processos de Execução Fiscal Baixados no 1º Grau;tpbaixextfisc1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextfisc1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextfisc1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextfisc1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextfisc1p
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;TpBaixExtNFisc1º - Tempo de Tramitação dos Processos de Execução de Título Extrajudicial Baixados no 1º Grau, exceto execuções fiscais;tpbaixextnfisc1
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Média;tpbaixextnfisc1m
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Mediana;tpbaixextnfisc1md
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Desvio Padrão;tpbaixextnfisc1dp
JUSTIÇA DO TRABALHO;TEMPO DO PROCESSO;Tempo da Baixa;Número de Processos;tpbaixextnfisc1p
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DPE - Despesa com Pessoal e Encargos;dpe
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DPEA2º - Despesas com Pessoal e Encargos do Quadro Ativo no 2º grau;dpea2
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DPEATRJE1º - Despesas com Pessoal e Encargos do Quadro Ativo no 1º grau, nas Turmas Recursais e nos Juizados Especiais;dpeatrje1
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DPEAAdm - Despesas com Pessoal e Encargos do Quadro Ativo na área administrativa;dpeaadm
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DPEI - Despesas com Pessoal e Encargos do Quadro Inativo;dpei
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DBen - Despesas com Benefícios;dben
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DBenA2º - Despesas com Benefícios do Quadro Ativo no 2º grau;dbena2
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DBenATRJE1º - Despesas com Benefícios do Quadro Ativo no 1º grau, Turmas Recursais e Juizados Especiais;dbenatrje1
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DBenAAdm - Despesas com Benefícios do Quadro Ativo na área administrativa;dbenaadm
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DBenI - Despesas com Benefícios do Quadro Inativo;dbeni
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DTer - Despesas com Terceirizados;dter
JUSTIÇA ESTADUAL;RECURSOS FINANCEIROS;DESPESAS;DEst - Despesas com Estagiários;dest
